RegionID,Neighborhood,State,City,Metro,County,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28
343228,Southwest,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,451835.0,454886.0,458368.0,461051.0,462464.0,463782.0,465597.0,468222.0,471028.0,473762.0,477119.0,480996.0,484069.0,486892.0,490072.0,493992.0,496164.0,495837.0,494722.0,495666.0,499814.0,506572.0,515131.0,524839.0,534248.0,543059.0,551124.0,559904.0,568956.0,577400.0,582113.0,581468.0,577931.0,575482.0,576634.0,580152.0,591140.0,608455.0,630079.0,647720.0,658700.0,664526.0,665395.0,663400.0,658796.0,654147.0,649932.0,646269.0,643303.0,641623.0
37739,Canyon Country,CA,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,488253.0,484798.0,480320.0,477440.0,475965.0,475145.0,475771.0,478137.0,482239.0,486611.0,491177.0,495453.0,498019.0,499227.0,499641.0,500297.0,500354.0,499984.0,501450.0,505822.0,513269.0,522157.0,532041.0,542032.0,549841.0,555641.0,559677.0,565126.0,572347.0,581399.0,591788.0,600788.0,608440.0,614273.0,620726.0,627619.0,635317.0,643619.0,653301.0,662655.0,669966.0,673919.0,675119.0,673732.0,670899.0,667918.0,665390.0,662368.0,657846.0,651727.0
48200,Valencia,CA,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,556293.0,552292.0,547189.0,543935.0,542139.0,541064.0,540754.0,542072.0,544971.0,548226.0,551749.0,555166.0,557624.0,558909.0,559762.0,560442.0,560117.0,559056.0,559792.0,563610.0,570854.0,579824.0,590131.0,600703.0,609225.0,615955.0,621053.0,627816.0,636596.0,647203.0,659175.0,670186.0,680229.0,688753.0,697303.0,705892.0,715342.0,726044.0,738695.0,750948.0,760673.0,765860.0,767111.0,764708.0,760565.0,756399.0,752815.0,749104.0,743797.0,738754.0
13176,Panorama City,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,473825.0,468056.0,461358.0,456125.0,452610.0,450796.0,453263.0,459515.0,467493.0,474883.0,481385.0,487465.0,490457.0,491002.0,490267.0,489952.0,488844.0,486228.0,487211.0,492763.0,503298.0,515095.0,527998.0,540972.0,549106.0,553826.0,555544.0,559589.0,565223.0,572970.0,583467.0,590962.0,596002.0,598600.0,602751.0,607367.0,614449.0,624627.0,637256.0,647059.0,653658.0,657162.0,660361.0,662605.0,664300.0,665242.0,666200.0,664880.0,658558.0,649076.0
13017,North Hills,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,566623.0,561131.0,553536.0,548330.0,545358.0,544348.0,546752.0,552772.0,560811.0,568711.0,576312.0,584015.0,588987.0,591544.0,592568.0,594197.0,594375.0,592434.0,594004.0,601036.0,613594.0,627246.0,641929.0,657360.0,667635.0,674446.0,677683.0,684717.0,693824.0,705503.0,718070.0,726418.0,731140.0,733564.0,738031.0,744201.0,753499.0,765732.0,779944.0,792015.0,801128.0,805206.0,806460.0,805225.0,804210.0,803353.0,802408.0,799140.0,789369.0,776109.0
276151,Woodward Park,CA,Fresno,"Fresno, CA",Fresno County,335530.0,337560.0,339037.0,339525.0,339044.0,338584.0,338308.0,338785.0,339637.0,340863.0,342058.0,343230.0,344983.0,346879.0,349080.0,350705.0,351387.0,351496.0,351797.0,353599.0,356967.0,361001.0,365580.0,369843.0,374237.0,378467.0,383471.0,388765.0,394289.0,399664.0,405052.0,409874.0,413714.0,416969.0,420679.0,425096.0,430766.0,436925.0,443398.0,449167.0,454054.0,457478.0,458673.0,457622.0,455088.0,452687.0,450639.0,448610.0,446226.0,444788.0
276446,Mclane,CA,Fresno,"Fresno, CA",Fresno County,219866.0,222302.0,224624.0,226106.0,226765.0,227229.0,227426.0,228131.0,228833.0,230104.0,231368.0,232685.0,234046.0,234948.0,235882.0,236399.0,236362.0,235995.0,235971.0,237350.0,240069.0,243712.0,247792.0,251897.0,256005.0,260077.0,264150.0,267905.0,271467.0,274874.0,278027.0,280203.0,281497.0,283014.0,285579.0,289234.0,293624.0,298559.0,303809.0,308635.0,312636.0,315352.0,316721.0,316754.0,316102.0,315250.0,314241.0,312948.0,311510.0,310271.0
273197,Central City,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,432640.0,428296.0,422423.0,418345.0,416115.0,415009.0,416029.0,420560.0,426741.0,433061.0,439044.0,445148.0,449936.0,452160.0,452649.0,452340.0,451052.0,448640.0,448843.0,453252.0,462039.0,471789.0,481591.0,490540.0,496147.0,499538.0,501281.0,505159.0,509829.0,515378.0,521705.0,526878.0,530580.0,533857.0,538185.0,543049.0,547860.0,552224.0,557280.0,560652.0,563967.0,566203.0,570225.0,573615.0,577331.0,578680.0,579958.0,579208.0,575814.0,569609.0
117224,Parkway,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,252832.0,253827.0,255330.0,256611.0,257905.0,259408.0,260831.0,262238.0,263635.0,265507.0,267706.0,269384.0,271165.0,272816.0,274917.0,276856.0,278468.0,279580.0,280593.0,282376.0,285464.0,289875.0,295288.0,301006.0,306848.0,312554.0,318239.0,323658.0,328687.0,333190.0,336277.0,337222.0,336852.0,336926.0,338492.0,341385.0,346912.0,354853.0,364502.0,373060.0,379614.0,384141.0,386117.0,385995.0,384424.0,382393.0,379947.0,377060.0,373313.0,370603.0
118920,Westwood,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1816437.0,1789634.0,1753964.0,1725568.0,1704441.0,1693352.0,1695129.0,1712556.0,1734749.0,1756708.0,1773141.0,1788774.0,1794306.0,1788514.0,1774451.0,1759711.0,1740031.0,1716094.0,1706490.0,1723814.0,1766293.0,1816769.0,1872838.0,1922019.0,1947085.0,1948345.0,1935013.0,1939168.0,1956838.0,1986236.0,2023617.0,2063663.0,2102271.0,2133221.0,2160494.0,2197553.0,2230612.0,2261621.0,2279434.0,2295991.0,2308128.0,2317675.0,2328474.0,2330493.0,2326574.0,2316095.0,2312538.0,2307860.0,2268458.0,2217206.0
